Startup Name;Industry;Funding Rounds; Investment Amount (USD)  ;Investment Amount (K USD) ; Valuation (USD) ;Valuation (K USD);Number of Investors;Country;Year Founded;Growth Rate (%);Ranking by value;Old;ROI (%);Average investment per round (K USD) 
Startup_2517;Blockchain;1; $277.939.585.731 ;277939,59; $7.681.887.953.130.370 ;7681887953,13;22;Canada;2018; 1.877 ;Superunicorn;7;27637,69685;12633,61753
Startup_2518;HealthTech;7; $280.333.035.696 ;280333,04; $5.343.491.509.245.030 ;5343491509,25;3;USA;2011; 4.065 ;Superunicorn;14;19060,22657;93444,34523
Startup_2519;HealthTech;10; $211.184.318.496 ;211184,32; $33.645.641.859.345.100 ;33645641859,35;41;India;2001; 5.345 ;Superunicorn;24;159317,8457;5150,837036
Startup_2520;E-commerce;3; $3.174.936.409 ;3174,94; $15.012.651.592.897.100 ;15012651592,90;46;China;2005; 13.277 ;Superunicorn;20;4728487,908;69,02035672
Startup_2521;HealthTech;1; $49.089.856.109 ;49089,86; $23.648.484.768.424.200 ;23648484768,42;22;India;2012; 11.049 ;Superunicorn;13;481737,7265;2231,357096
Startup_2522;EdTech;8; $273.995.982.933 ;273995,98; $5.194.771.916.429.230 ;5194771916,43;7;China;2013; 5.669 ;Superunicorn;12;18958,29955;39142,28328
Startup_2523;Biotech;3; $203.581.890.255 ;203581,89; $3.863.351.479.795.150 ;3863351479,80;12;Singapore;2023; 13.558 ;Superunicorn;2;18975,89168;16965,15752
Startup_2524;HealthTech;8; $354.163.608.091 ;354163,61; $6.612.261.309.907.300 ;6612261309,91;20;Canada;2019; 1.390 ;Superunicorn;6;18669,07552;17708,1804
Startup_2525;HealthTech;10; $190.680.276.423 ;190680,28; $37.497.642.705.699.000 ;37497642705,70;8;Singapore;2019; 2.868 ;Superunicorn;6;196650,9213;23835,03455
Startup_2526;Blockchain;7; $72.502.668.696 ;72502,67; $34.015.637.472.907.500 ;34015637472,91;34;Australia;2006; 12.498 ;Superunicorn;19;469162,9368;2132,431432
Startup_2527;Fintech;7; $388.203.447.656 ;388203,45; $1.447.927.922.558.670 ;1447927922,56;12;Brazil;2019; 18.812 ;Superunicorn;6;3728,817268;32350,2873
Startup_2528;SaaS;1; $433.765.930.512 ;433765,93; $10.944.578.108.084.900 ;10944578108,08;2;India;2014; 11.078 ;Superunicorn;11;25230,53004;216882,9653
Startup_2529;Biotech;2; $10.198.821.444 ;10198,82; $3.536.368.256.808.760 ;3536368256,81;30;USA;2010; 17.663 ;Superunicorn;15;346741,8346;339,9607148
Startup_2530;Fintech;10; $275.735.236.098 ;275735,24; $9.148.272.049.726.050 ;9148272049,73;3;China;2007; 7.205 ;Superunicorn;18;33176,74028;91911,74537
Startup_2531;Fintech;2; $24.760.705.612 ;24760,71; $11.761.541.148.634.500 ;11761541148,63;41;Canada;2012; 1.011 ;Superunicorn;13;475007,3189;603,9196491
Startup_2532;Fintech;10; $145.742.593.594 ;145742,59; $6.504.364.025.448.200 ;6504364025,45;25;Canada;2016; 2.198 ;Superunicorn;9;44628,12224;5829,703744
Startup_2533;E-commerce;8; $72.476.341.328 ;72476,34; $1.602.638.757.257.490 ;1602638757,26;21;Canada;2021; 18.616 ;Superunicorn;4;22111,57809;3451,254349
Startup_2534;Biotech;3; $191.140.241.589 ;191140,24; $62.236.516.957.626.900 ;62236516957,63;40;Germany;2015; 615 ;Superunicorn;10;325605,5622;4778,50604
Startup_2535;EdTech;6; $24.927.269.314 ;24927,27; $10.618.586.665.010.600 ;10618586665,01;43;India;2012; 9.904 ;Superunicorn;13;425981,7473;579,7039375
Startup_2536;AI;1; $111.104.033.557 ;111104,03; $22.420.237.801.896.000 ;22420237801,90;42;Brazil;2020; 730 ;Superunicorn;5;201793,9942;2645,334132
Startup_2537;E-commerce;2; $450.673.931.389 ;450673,93; $14.327.286.452.801.500 ;14327286452,80;26;China;2017; 216 ;Superunicorn;8;31789,80363;17333,61275
Startup_2538;AI;3; $80.809.515.349 ;80809,52; $16.311.349.042.525.900 ;16311349042,53;37;Brazil;2002; 1.850 ;Superunicorn;23;201848,3611;2184,040955
Startup_2539;SaaS;9; $306.205.368.395 ;306205,37; $5.234.402.507.686.900 ;5234402507,69;27;India;2007; 1.902 ;Superunicorn;18;17093,41783;11340,93957
Startup_2540;Fintech;6; $460.073.314.991 ;460073,31; $15.402.135.693.792.200 ;15402135693,79;5;Canada;2002; 1.388 ;Superunicorn;23;33476,56801;92014,663
Startup_2541;HealthTech;4; $143.515.790.804 ;143515,79; $691.941.627.542.249 ;691941627,54;48;India;2004; 19.443 ;Superunicorn;21;4820,36233;2989,912308
Startup_2542;Blockchain;5; $220.128.313.181 ;220128,31; $36.223.666.884.764.700 ;36223666884,76;40;Australia;2016; 11.081 ;Superunicorn;9;164556,0548;5503,20783
Startup_2543;SaaS;1; $39.585.741.502 ;39585,74; $16.491.421.417.863.400 ;16491421417,86;6;Australia;2012; 12.006 ;Superunicorn;13;416599,0381;6597,623584
Startup_2544;HealthTech;6; $82.776.413.701 ;82776,41; $3.284.741.239.780.780 ;3284741239,78;24;France;2014; 16.672 ;Superunicorn;11;39681,09171;3449,017238
Startup_2545;SaaS;10; $327.729.039.267 ;327729,04; $9.667.050.870.385.610 ;9667050870,39;22;Australia;2009; 3.281 ;Superunicorn;16;29496,0836;14896,77451
Startup_2546;Blockchain;9; $337.441.137.135 ;337441,14; $15.231.322.450.347.100 ;15231322450,35;48;Canada;2010; 1.051 ;Superunicorn;15;45136,7167;7030,02369
Startup_2547;AI;2; $154.966.409.452 ;154966,41; $33.888.198.444.095.600 ;33888198444,10;37;China;2003; 4.484 ;Superunicorn;22;218679,9294;4188,281337
Startup_2548;SaaS;9; $350.923.562.838 ;350923,56; $15.298.374.028.431.000 ;15298374028,43;29;Germany;2018; 2.285 ;Superunicorn;7;43593,60478;12100,81251
Startup_2549;AI;7; $443.500.328.498 ;443500,33; $16.415.424.815.549.800 ;16415424815,55;14;Australia;2019; 8.093 ;Superunicorn;6;37012,33181;31678,59489
Startup_2550;HealthTech;6; $61.723.097.271 ;61723,10; $2.387.413.495.120.810 ;2387413495,12;4;France;2013; 16.109 ;Superunicorn;12;38678,41825;15430,77432
Startup_2551;AI;1; $169.131.820.528 ;169131,82; $8.062.384.471.658.500 ;8062384471,66;11;France;2009; 393 ;Superunicorn;16;47668,23484;15375,62005
Startup_2552;Blockchain;8; $333.429.313.414 ;333429,31; $12.558.077.892.703.200 ;12558077892,70;27;Singapore;2023; 3.998 ;Superunicorn;2;37662,38887;12349,23383
Startup_2553;Blockchain;6; $497.548.293.768 ;497548,29; $23.938.023.364.329.000 ;23938023364,33;32;USA;2003; 18.461 ;Superunicorn;22;48110,95951;15548,38418
Startup_2554;HealthTech;9; $45.082.809.412 ;45082,81; $12.213.679.221.860.700 ;12213679221,86;11;Singapore;2019; 18.111 ;Superunicorn;6;270915,5507;4098,437219
Startup_2555;SaaS;1; $42.173.534.981 ;42173,53; $18.871.934.934.688.200 ;18871934934,69;1;China;2008; 7.643 ;Superunicorn;17;447481,881;42173,53498
Startup_2556;EdTech;7; $14.749.764.797 ;14749,76; $7.016.902.068.672.930 ;7016902068,67;26;Brazil;2005; 7.043 ;Superunicorn;20;475728,7601;567,298646
Startup_2557;HealthTech;7; $46.941.857.704 ;46941,86; $13.831.413.317.935.200 ;13831413317,94;1;India;2013; 59 ;Superunicorn;12;294648,8923;46941,8577
Startup_2558;AI;2; $344.209.339.974 ;344209,34; $10.877.263.785.741.800 ;10877263785,74;50;Australia;2008; 5.079 ;Superunicorn;17;31599,72236;6884,186799
Startup_2559;EdTech;6; $45.737.406.083 ;45737,41; $1.434.323.772.185.940 ;1434323772,19;50;UK;2004; 10.021 ;Superunicorn;21;31358,97196;914,7481217
Startup_2560;HealthTech;9; $325.861.746.179 ;325861,75; $9.711.473.016.343.060 ;9711473016,34;47;Singapore;2006; 236 ;Superunicorn;19;29801,43349;6933,228642
Startup_2561;EdTech;2; $375.359.000.634 ;375359,00; $8.490.867.545.211.170 ;8490867545,21;38;Australia;2002; 4.869 ;Superunicorn;23;22619,65791;9877,868438
Startup_2562;Fintech;10; $7.920.301.405 ;7920,30; $2.018.213.957.712.720 ;2018213957,71;35;UK;2000; 13.583 ;Superunicorn;25;254814,2974;226,2943259
Startup_2563;Blockchain;5; $66.509.574.266 ;66509,57; $315.670.356.550.011 ;315670356,55;19;China;2002; 14.308 ;Superunicorn;23;4745,23932;3500,503909
Startup_2564;HealthTech;1; $343.617.895.009 ;343617,90; $13.279.717.130.374.200 ;13279717130,37;8;Singapore;2009; 18.127 ;Superunicorn;16;38645,75654;42952,23688
Startup_2565;EdTech;6; $306.300.085.817 ;306300,09; $8.372.608.833.848.200 ;8372608833,85;43;France;2006; 7.421 ;Superunicorn;19;27333,66042;7123,25781
Startup_2566;E-commerce;9; $292.942.666.248 ;292942,67; $6.728.395.211.628.660 ;6728395211,63;26;UK;2017; 3.253 ;Superunicorn;8;22967,30058;11267,02562
Startup_2567;Biotech;5; $1.411.190.539 ;1411,19; $6.223.744.900.734.440 ;6223744900,73;24;USA;2017; 18.932 ;Superunicorn;8;4410278,639;58,79960579
Startup_2568;Fintech;9; $137.957.563.595 ;137957,56; $32.056.562.667.709.800 ;32056562667,71;8;Australia;2006; 236 ;Superunicorn;19;232364,3871;17244,69545
Startup_2569;Blockchain;1; $181.942.897.134 ;181942,90; $6.852.853.922.929.990 ;6852853922,93;33;Singapore;2002; 2.071 ;Superunicorn;23;37663,86096;5513,421125
Startup_2570;E-commerce;9; $246.875.412.778 ;246875,41; $1.222.738.272.927.580 ;1222738272,93;42;China;2014; 13.046 ;Superunicorn;11;4951,855609;5877,986019
Startup_2571;Biotech;2; $341.322.085.059 ;341322,09; $10.341.932.619.354.400 ;10341932619,35;10;China;2021; 18.931 ;Superunicorn;4;30298,62921;34132,20851
Startup_2572;E-commerce;8; $220.892.881.921 ;220892,88; $8.559.129.011.844.390 ;8559129011,84;26;Australia;2019; 1.021 ;Superunicorn;6;38746,87154;8495,880074
Startup_2573;Fintech;10; $256.724.912.017 ;256724,91; $4.455.259.330.917.480 ;4455259330,92;8;UK;2003; 18.394 ;Superunicorn;22;17353,21505;32090,614
Startup_2574;E-commerce;10; $44.886.234.997 ;44886,23; $13.740.034.654.485.300 ;13740034654,49;14;Brazil;2009; 8.259 ;Superunicorn;16;306106,9784;3206,159643
Startup_2575;SaaS;3; $15.664.115.849 ;15664,12; $33.817.573.682.719.100 ;33817573682,72;36;China;2007; 19.648 ;Superunicorn;18;2158919,044;435,1143291
Startup_2576;Blockchain;9; $21.731.960.572 ;21731,96; $624.364.883.068.209 ;624364883,07;16;China;2021; 7.306 ;Superunicorn;4;28729,26025;1358,247536
Startup_2577;Fintech;6; $398.524.712.259 ;398524,71; $17.234.974.622.714.700 ;17234974622,71;2;China;2003; 5.892 ;Superunicorn;22;43245,94076;199262,3561
Startup_2578;HealthTech;5; $351.534.266.438 ;351534,27; $17.295.800.300.252.500 ;17295800300,25;48;France;2012; 18.271 ;Superunicorn;13;49199,89434;7323,630551
Startup_2579;AI;6; $293.613.986.377 ;293613,99; $880.849.519.922.416 ;880849519,92;26;India;2021; 6.913 ;Superunicorn;4;2999,025751;11292,84563
Startup_2580;Fintech;7; $107.076.515.103 ;107076,52; $4.379.259.251.539.080 ;4379259251,54;11;UK;2019; 18.228 ;Superunicorn;6;40897,41033;9734,228646
Startup_2581;HealthTech;2; $426.084.090.399 ;426084,09; $16.650.479.597.826.800 ;16650479597,83;24;India;2013; 1.981 ;Superunicorn;12;39076,91906;17753,50377
Startup_2582;SaaS;7; $264.420.403.155 ;264420,40; $7.675.033.211.517.830 ;7675033211,52;32;UK;2004; 452 ;Superunicorn;21;29024,87365;8263,137599
Startup_2583;AI;8; $471.206.491.035 ;471206,49; $9.648.661.793.725.500 ;9648661793,73;8;Germany;2017; 19.769 ;Superunicorn;8;20475,50441;58900,81138
Startup_2584;AI;1; $14.745.213.451 ;14745,21; $550.344.183.484.634 ;550344183,48;34;Germany;2016; 15.898 ;Superunicorn;9;37322,58201;433,6827486
Startup_2585;AI;4; $36.471.603.062 ;36471,60; $1.150.578.335.607.840 ;1150578335,61;36;Australia;2005; 14.655 ;Superunicorn;20;31546,23782;1013,100085
Startup_2586;EdTech;6; $245.599.270.012 ;245599,27; $8.446.427.144.118.060 ;8446427144,12;42;China;2004; 13.629 ;Superunicorn;21;34390,09222;5847,601667
Startup_2587;AI;10; $43.042.271.686 ;43042,27; $16.111.190.441.292.800 ;16111190441,29;46;Germany;2003; 4.885 ;Superunicorn;22;374309,8765;935,7015584
Startup_2588;SaaS;2; $224.525.390.484 ;224525,39; $686.168.394.050.412 ;686168394,05;31;India;2005; 1.308 ;Superunicorn;20;3055,083735;7242,754532
Startup_2589;EdTech;5; $333.869.185.569 ;333869,19; $13.176.455.458.462.900 ;13176455458,46;11;France;2003; 8.326 ;Superunicorn;22;39464,92267;30351,74414
Startup_2590;Blockchain;7; $373.752.703.656 ;373752,70; $9.619.806.085.921.210 ;9619806085,92;22;France;2006; 10.266 ;Superunicorn;19;25737,42541;16988,75926
Startup_2591;SaaS;10; $82.525.933.355 ;82525,93; $3.113.224.774.145.260 ;3113224774,15;6;Canada;2002; 2.197 ;Superunicorn;23;37723,1995;13754,32223
Startup_2592;AI;9; $359.141.608.565 ;359141,61; $8.811.983.419.563.760 ;8811983419,56;29;India;2002; 2.837 ;Superunicorn;23;24535,23643;12384,1934
Startup_2593;EdTech;7; $260.433.032.601 ;260433,03; $8.219.036.021.007.540 ;8219036021,01;50;Brazil;2015; 10.409 ;Superunicorn;10;31558,11498;5208,660652
Startup_2594;Blockchain;5; $268.565.542.325 ;268565,54; $11.654.215.356.594.800 ;11654215356,59;34;Germany;2022; 1.109 ;Superunicorn;3;43393,30612;7898,986539
Startup_2595;HealthTech;7; $27.064.316.412 ;27064,32; $9.212.814.617.087.060 ;9212814617,09;2;UK;2017; 19.567 ;Superunicorn;8;340403,4823;13532,15821
Startup_2596;AI;2; $83.411.842.216 ;83411,84; $41.453.123.807.832.400 ;41453123807,83;16;USA;2002; 3.321 ;Superunicorn;23;496968,2877;5213,240139
Startup_2597;SaaS;3; $71.704.805.933 ;71704,81; $35.187.217.073.107.500 ;35187217073,11;9;Germany;2011; 17.114 ;Superunicorn;14;490722,2732;7967,200659
Startup_2598;Fintech;1; $27.586.576.049 ;27586,58; $5.713.479.635.672.750 ;5713479635,67;13;Australia;2007; 19.262 ;Superunicorn;18;207109,8653;2122,044311
Startup_2599;EdTech;6; $280.952.107.205 ;280952,11; $866.136.928.856.809 ;866136928,86;49;Australia;2023; 16.036 ;Superunicorn;2;3081,863259;5733,716474
Startup_2600;SaaS;8; $24.169.226.701 ;24169,23; $6.959.269.041.840.970 ;6959269041,84;31;Singapore;2013; 11.306 ;Superunicorn;12;287938,2513;779,6524742
Startup_2601;EdTech;8; $345.643.000.082 ;345643,00; $9.735.924.640.499.120 ;9735924640,50;13;UK;2016; 9.524 ;Superunicorn;9;28166,57359;26587,92308
Startup_2602;EdTech;10; $42.159.561.948 ;42159,56; $13.157.040.846.317.900 ;13157040846,32;2;Singapore;2019; 18.956 ;Superunicorn;6;312076,2664;21079,78097
Startup_2603;Biotech;5; $42.782.814.956 ;42782,81; $7.552.400.504.911.150 ;7552400504,91;44;USA;2000; 5.052 ;Superunicorn;25;176527,8355;972,3367035
Startup_2604;HealthTech;10; $43.114.089.847 ;43114,09; $6.819.962.445.761.780 ;6819962445,76;47;Brazil;2016; 12.877 ;Superunicorn;9;158183,0756;917,3210606
Startup_2605;HealthTech;9; $10.055.897.023 ;10055,90; $18.865.716.476.166.000 ;18865716476,17;11;Brazil;2023; 1.663 ;Superunicorn;2;1876083,892;914,1724566
Startup_2606;HealthTech;10; $250.141.118.353 ;250141,12; $6.513.945.800.372.980 ;6513945800,37;21;Brazil;2007; 14.662 ;Superunicorn;18;26040,0837;11911,48183
Startup_2607;AI;9; $127.084.681.953 ;127084,68; $5.181.796.356.377.770 ;5181796356,38;30;Germany;2001; 9.174 ;Superunicorn;24;40773,3583;4236,156065
Startup_2608;HealthTech;7; $611.847.459 ;611,85; $1.196.476.662.331.060 ;1196476662,33;15;France;2021; 9.695 ;Superunicorn;4;1955513,638;40,7898306
Startup_2609;Blockchain;4; $198.690.571.155 ;198690,57; $3.941.621.418.049.040 ;3941621418,05;47;UK;2011; 14.284 ;Superunicorn;14;19836,98927;4227,458961
Startup_2610;Biotech;1; $355.809.576.427 ;355809,58; $15.900.235.975.464.400 ;15900235975,46;18;Germany;2003; 4.305 ;Superunicorn;22;44686,48743;19767,19869
Startup_2611;AI;4; $79.476.788.713 ;79476,79; $21.501.612.526.361.400 ;21501612526,36;27;Germany;2008; 1.295 ;Superunicorn;17;270538,5232;2943,584767
Startup_2612;Blockchain;8; $217.871.363.967 ;217871,36; $67.859.597.236.888.900 ;67859597236,89;45;India;2014; 12.327 ;Superunicorn;11;311465,3442;4841,585866
Startup_2613;Blockchain;8; $37.810.161.625 ;37810,16; $8.930.544.067.249.230 ;8930544067,25;37;Australia;2009; 13.056 ;Superunicorn;16;236193,2844;1021,89626
Startup_2614;HealthTech;9; $86.567.196.271 ;86567,20; $38.859.108.119.941.000 ;38859108119,94;17;Canada;2011; 14.466 ;Superunicorn;14;448888,5308;5092,188016
Startup_2615;SaaS;1; $269.094.217.566 ;269094,22; $42.710.956.657.665.800 ;42710956657,67;5;France;2015; 9.702 ;Superunicorn;10;158720,1983;53818,84351
Startup_2616;E-commerce;6; $344.819.873.516 ;344819,87; $7.670.553.548.958.320 ;7670553548,96;2;India;2002; 212 ;Superunicorn;23;22244,10284;172409,9368
Startup_2617;Biotech;6; $121.676.779.335 ;121676,78; $5.153.759.451.799.530 ;5153759451,80;33;Singapore;2015; 3.732 ;Superunicorn;10;42355,14618;3687,175131
Startup_2618;Biotech;2; $317.564.474.744 ;317564,47; $930.562.481.136.495 ;930562481,14;28;Singapore;2020; 14.994 ;Superunicorn;5;2929,310394;11341,58838
Startup_2619;EdTech;7; $469.951.349.705 ;469951,35; $15.992.202.773.578.100 ;15992202773,58;30;UK;2020; 2.795 ;Superunicorn;5;34028,48578;15665,04499
Startup_2620;Biotech;9; $409.950.576.992 ;409950,58; $7.386.328.511.801.240 ;7386328511,80;35;UK;2023; 14.335 ;Superunicorn;2;18016,60731;11712,87363
Startup_2621;AI;8; $61.300.111.628 ;61300,11; $23.939.012.898.880.100 ;23939012898,88;21;Germany;2006; 10.127 ;Superunicorn;19;390520,5221;2919,052935
Startup_2622;E-commerce;8; $25.616.818.785 ;25616,82; $1.024.552.683.785.070 ;1024552683,79;3;China;2010; 1.862 ;Superunicorn;15;39994,31294;8538,939595
Startup_2623;Biotech;8; $322.992.927.301 ;322992,93; $11.731.028.647.398.200 ;11731028647,40;50;Australia;2014; 5.094 ;Superunicorn;11;36318,76943;6459,858546
Startup_2624;E-commerce;4; $206.586.921.338 ;206586,92; $9.718.889.679.047.030 ;9718889679,05;38;UK;2018; 16.524 ;Superunicorn;7;47044,03855;5436,49793
Startup_2625;Fintech;2; $92.431.321.981 ;92431,32; $1.663.324.154.462.080 ;1663324154,46;38;China;2010; 19.849 ;Superunicorn;15;17994,24359;2432,40321
Startup_2626;EdTech;5; $142.927.870.314 ;142927,87; $34.033.726.380.764.600 ;34033726380,76;7;Singapore;2018; 4.996 ;Superunicorn;7;238117,1942;20418,26719
Startup_2627;HealthTech;6; $325.516.784.078 ;325516,78; $9.454.291.142.834.410 ;9454291142,83;20;Germany;2016; 1.761 ;Superunicorn;9;29042,94368;16275,8392
Startup_2628;EdTech;7; $35.690.536.784 ;35690,54; $15.567.335.385.093.400 ;15567335385,09;18;France;2010; 2.782 ;Superunicorn;15;436174,4344;1982,807599
Startup_2629;HealthTech;6; $13.622.643.398 ;13622,64; $6.322.219.847.231.290 ;6322219847,23;18;India;2018; 3.993 ;Superunicorn;7;464095,4064;756,8135221
Startup_2630;EdTech;1; $437.590.897.415 ;437590,90; $12.915.548.708.744.900 ;12915548708,74;13;Singapore;2016; 7.719 ;Superunicorn;9;29514,12197;33660,83826
Startup_2631;Blockchain;1; $82.480.375.786 ;82480,38; $338.461.807.970.074 ;338461807,97;4;Singapore;2013; 1.504 ;Superunicorn;12;4102,543476;20620,09395
Startup_2632;Blockchain;1; $35.442.486.022 ;35442,49; $1.601.850.319.002.670 ;1601850319,00;18;France;2018; 18.483 ;Superunicorn;7;45194,7664;1969,027001
Startup_2633;Blockchain;8; $311.425.183.699 ;311425,18; $14.703.520.195.982.400 ;14703520195,98;21;Brazil;2001; 14.653 ;Superunicorn;24;47212,65184;14829,77065
Startup_2634;Fintech;9; $350.455.138.736 ;350455,14; $157.840.340.068.269 ;157840340,07;17;Germany;2018; 10.262 ;Superunicorn;7;449,3867189;20615,00816
Startup_2635;Blockchain;8; $326.773.390.166 ;326773,39; $5.821.189.175.110.460 ;5821189175,11;34;China;2021; 10.877 ;Superunicorn;4;17813,1469;9610,982064
Startup_2636;SaaS;4; $469.906.988.964 ;469906,99; $16.703.488.558.812.700 ;16703488558,81;40;India;2018; 5.559 ;Superunicorn;7;35545,37184;11747,67472
Startup_2637;Fintech;2; $9.573.373.758 ;9573,37; $36.046.310.836.568.800 ;36046310836,57;4;USA;2004; 12.824 ;Superunicorn;21;3765266,266;2393,34344
Startup_2638;Fintech;6; $7.890.903.903 ;7890,90; $14.857.176.312.061.800 ;14857176312,06;35;Singapore;2016; 11.349 ;Superunicorn;9;1882822,121;225,4543972
Startup_2639;Fintech;5; $21.656.574.112 ;21656,57; $53.497.502.919.715.400 ;53497502919,72;17;Germany;2011; 5.647 ;Superunicorn;14;2470265,195;1273,916124
Startup_2640;AI;6; $404.864.759.758 ;404864,76; $16.949.550.255.249.100 ;16949550255,25;45;Singapore;2018; 1.579 ;Superunicorn;7;41863,72111;8996,994661
Startup_2641;Blockchain;10; $7.791.455.433 ;7791,46; $15.367.078.225.341.100 ;15367078225,34;50;UK;2005; 19.415 ;Superunicorn;20;1972297,803;155,8291087
Startup_2642;Blockchain;1; $430.853.315.091 ;430853,32; $16.512.695.367.085.200 ;16512695367,09;49;China;2013; 5.018 ;Superunicorn;12;38324,56183;8792,924798
Startup_2643;SaaS;10; $435.523.891.627 ;435523,89; $11.748.696.740.105.500 ;11748696740,11;16;France;2008; 322 ;Superunicorn;17;26975,00973;27220,24323
Startup_2644;EdTech;4; $28.519.786.755 ;28519,79; $12.471.807.689.052.000 ;12471807689,05;37;UK;2000; 4.371 ;Superunicorn;25;437302,6796;770,8050474
Startup_2645;E-commerce;4; $358.771.868.755 ;358771,87; $5.511.853.006.755.920 ;5511853006,76;19;Australia;2007; 9.332 ;Superunicorn;18;15362,11369;18882,72993
Startup_2646;Biotech;4; $121.061.068.036 ;121061,07; $20.058.177.656.269.600 ;20058177656,27;26;Australia;2012; 8.546 ;Superunicorn;13;165685,4422;4656,194924
Startup_2647;Biotech;5; $52.694.113.025 ;52694,11; $8.445.485.930.670.580 ;8445485930,67;39;China;2013; 13.109 ;Superunicorn;12;160272,8038;1351,131103
Startup_2648;E-commerce;6; $293.667.973.392 ;293667,97; $5.296.374.529.119.670 ;5296374529,12;5;Brazil;2001; 12.944 ;Superunicorn;24;18034,24732;58733,59468
Startup_2649;Biotech;4; $202.577.931.639 ;202577,93; $6.592.028.720.258.670 ;6592028720,26;42;Brazil;2020; 5.024 ;Superunicorn;5;32539,70504;4823,284087
Startup_2650;SaaS;1; $383.261.402.012 ;383261,40; $16.106.627.065.819.100 ;16106627065,82;24;Brazil;2016; 787 ;Superunicorn;9;42024,17389;15969,22508
Startup_2651;E-commerce;7; $449.333.486.288 ;449333,49; $2.052.319.572.160.320 ;2052319572,16;48;Germany;2021; 9.526 ;Superunicorn;4;4566,475238;9361,114298
